id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope,cap_alias
L6-C03,V3,14 Prediction Engine,36,"Model Gateway and Candidate Router Mediates model gateway and candidate router through authenticated, versioned, policy-evaluated contracts without leaking external semantics into the layer core.",V03-F007,prediction,partial,unverified,branch-only,phase4,P4,"apps/api/src/prediction/models/models.ts:31-33,104,214 (two model families)","No routing by task/domain/deployment/risk policy; model set is code constants, not a governed registry",Volume 4 App A catalogues the same component; see v04.csv L6-C03 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 36:L1222-L1243,branch,
L6-C04,V3,14 Prediction Engine,36,"Ensemble and Disagreement Manager Coordinates ensemble and disagreement lifecycle, admission, ordering, retries, budgets, escalation, completion, and observable state.",V03-F007,prediction,missing,unverified,none,omission,P4,,No ensemble or model-disagreement management,Volume 4 App A catalogues the same component; see v04.csv L6-C04,v03.txt:page 36:L1225-L1243,,
L6-C05,V3,14 Prediction Engine,36,"Calibration and Uncertainty Service Owns the calibration and uncertainty service capability inside Prediction Engine, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F007,prediction,implemented,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/forecasting/forecasting.service.ts:213-228 (quantiles), :457 (calibration()); migrations/0029:161 (backtests); test/int/phase4-acceptance.test.ts:487,505",No per-forecast calibration record; uncertainty widening on fitness failure limited to leash,Volume 4 App A catalogues the same component; see v04.csv L6-C05,v03.txt:page 36:L1228-L1243,branch+test,
L6-C06,V3,14 Prediction Engine,36,"Driver Attribution and Sensitivity Engine Executes the governed driver attribution and sensitivity method against declared inputs and versions; returns results, uncertainty, evaluation, and lineage.",V03-F007,prediction,partial,unverified,branch-only,phase4,P4,apps/api/src/prediction/forecasting/forecasting.service.ts:196-202 (drivers),Driver attribution is the single self-series; no multi-driver sensitivity,Volume 4 App A catalogues the same component; see v04.csv L6-C06 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 36:L1232-L1243,branch,
L6-C07,V3,14 Prediction Engine,36,"Forecast Evaluation and Backtesting Measures forecast evaluation and backtesting health and fitness, emits decision-active quality state, and initiates exception or remediation workflow.",V03-F007,prediction,implemented,passed:harness,branch-only,phase4,done,"apps/api/src/prediction/forecasting/forecasting.service.ts:276 (backtest), :66,79-99,142-154 (validation modes, leash); apps/api/src/prediction/models/models.ts:264-267; migrations/0029:203-231 (outcome_ledger); migrations/0030:25-33,73-74; test/int/phase4-acceptance.test.ts:545,557; test/int/phase4-corrections-historical.test.ts",,Volume 4 App A catalogues the same component; see v04.csv L6-C07,v03.txt:page 36:L1236-L1243,branch+test,
L6-C08,V3,14 Prediction Engine,36,"Drift and Refresh Monitor Measures drift and refresh monitor health and fitness, emits decision-active quality state, and initiates exception or remediation workflow.",V03-F007,prediction,partial,passed:harness,branch-only,phase4,P4,"migrations/0031:25-34 (publication calendar); apps/api/src/prediction/forecasting/forecasting.service.ts:40-50,405-451; test/int/phase4-corrections-calendar.test.ts:72-118",No drift monitor; no forward refresh scheduler (forecasts are never auto-reissued),Volume 4 App A catalogues the same component; see v04.csv L6-C08,v03.txt:page 36:L1239-L1243,branch+test,
L6-C09,V3,14 Prediction Engine,36,"Forecast Version Store Persists authoritative forecast version store state with version, integrity, policy, retention, and recovery semantics.",V03-F007,prediction,implemented,passed:harness,branch-only,phase4,done,migrations/0029:75-149 (forecast_events/forecasts_current); migrations/0029 ~475-520 (attention_state on correction); test/int/phase4-corrections.test.ts,,Volume 4 App A catalogues the same component; see v04.csv L6-C09,v03.txt:page 36:L1241-L1243,branch+test,
L7-C01,V3,15 Scenario Intelligence,38,"Scenario Registry and Portfolio Manager Owns versioned scenario registry and portfolio definitions, resolution, compatibility, stewardship state, and lifecycle events within Scenario Intelligence.",V03-F008,prediction,implemented,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/scenarios/scenarios.service.ts; migrations/0029:238-257,321-353; apps/web/app/prediction/scenarios; test/int/phase4-acceptance.test.ts:573,628; test/int/phase5-corrections.test.ts:256,288","No portfolio-level review cadence, retirement history or decision-coverage state",Volume 4 App A catalogues the same component; see v04.csv L7-C01,v03.txt:page 38:L1307-L1341,branch+test,
L7-C02,V3,15 Scenario Intelligence,38,"Assumption and Hypothesis Register Owns versioned assumption and hypothesis register definitions, resolution, compatibility, stewardship state, and lifecycle events within Scenario Intelligence.",V03-F008,prediction,partial,passed:harness,merged,phase3,P4,"migrations/0024:478-508 (strategy_current ASU objects, verification_state); apps/api/src/graph/strategy/strategy.service.ts; test/int/phase3-acceptance.test.ts:902",Assumptions live in the Strategy Graph; no scenario-scoped assumption/hypothesis register with invalidation conditions,Volume 4 App A catalogues the same component; see v04.csv L7-C02,v03.txt:page 38:L1311-L1341,main+test,
L7-C03,V3,15 Scenario Intelligence,38,"Branch and Path Engine Executes the governed branch and path method against declared inputs and versions; returns results, uncertainty, evaluation, and lineage.",V03-F008,prediction,partial,unverified,branch-only,phase4,P4,apps/api/src/prediction/scenarios/scenarios.service.ts:64; migrations/0029:328 (three branch kinds); migrations/0037 (flip under both clocks),"Only baseline/upside/downside; no disruption, domain-specific or user-defined branches; no divergence logic",Volume 4 App A catalogues the same component; see v04.csv L7-C03 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 38:L1314-L1341,branch,
L7-C04,V3,15 Scenario Intelligence,38,"Actor, Driver, and Mechanism Model Owns the actor, driver, and mechanism model capability inside Scenario Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F008,prediction,missing,unverified,none,omission,P4,,No actor/driver/mechanism model for scenarios,Volume 4 App A catalogues the same component; see v04.csv L7-C04,v03.txt:page 38:L1317-L1341,,
L7-C05,V3,15 Scenario Intelligence,38,"Indicator and Signpost Service Owns the indicator and signpost service capability inside Scenario Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F008,prediction,implemented,passed:harness,branch-only,phase4,done,"migrations/0029:275-317 (indicators_current, indicator_evaluations); apps/api/src/prediction/scenarios/scenarios.service.ts:181-230; migrations/0036:81-102; migrations/0037:26,48-67; test/int/phase5-corrections.test.ts:256,288,451,526",,Volume 4 App A catalogues the same component; see v04.csv L7-C05,v03.txt:page 38:L1321-L1341,branch+test,
L7-C06,V3,15 Scenario Intelligence,38,"Scenario Coherence Validator Owns the scenario coherence validator capability inside Scenario Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F008,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/scenarios/scenarios.service.ts:61,66; migrations/0029:344,345; test/unit/phase5-refusals.test.ts:57","Structural coherence only; no assumption, temporal-ordering, forecast-relationship or prohibited-contradiction checks",Volume 4 App A catalogues the same component; see v04.csv L7-C06,v03.txt:page 38:L1325-L1341,branch+test,
L7-C07,V3,15 Scenario Intelligence,38,"Intervention and Impact Mapper Owns the intervention and impact mapper capability inside Scenario Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F008,prediction,missing,unverified,none,omission,P4,,"No scenario-level intervention and impact mapper (interventions exist only inside simulation runs, migrations/0033)",Related: L8-C03,v03.txt:page 38:L1329-L1341,,
L7-C08,V3,15 Scenario Intelligence,38,"Scenario Comparison and Review Workspace Coordinates durable scenario comparison and review workspace transitions, human tasks, deadlines, separation of duties, challenge, and audit evidence.",V03-F008,prediction,partial,unverified,branch-only,phase4,P4,apps/web/app/prediction/scenarios/page.tsx,"No comparison workspace, human review tasks, dissent, deadlines, retirement or promotion-to-simulation workflow",Volume 4 App A catalogues the same component; see v04.csv L7-C08 | UNRESOLVED pointer(s) at 2e83945: apps/api/e2e (phase4 browser suite) | passed:browser lacked a resolved test/CI pointer → unverified,v03.txt:page 38:L1333-L1341,branch,
L7-C09,V3,15 Scenario Intelligence,38,"Scenario Package Import and Localization Owns the scenario package import and localization capability inside Scenario Intelligence, including contract validation, versioned behavior, operational evidence, and failure state.",V03-F008,prediction,missing,unverified,none,phase7,P7-C,,No scenario package import/localisation (marketplace),Volume 4 App A catalogues the same component; see v04.csv L7-C09,v03.txt:page 38:L1338-L1341,,
L8-C01,V3,16 Simulation Engine,40,"Experiment Registry and Run Planner Owns versioned experiment registry and run planner definitions, resolution, compatibility, stewardship state, and lifecycle events within Simulation Engine.",V03-F009,twin-simulation,implemented,passed:harness,branch-only,phase5,done,apps/api/src/twin/simulations/simulation.service.ts; migrations/0033_simulation_runs.sql:30-107; migrations/0035:226-230; test/int/phase5-simulations.test.ts:81-225,,Volume 4 App A catalogues the same component; see v04.csv L8-C01,v03.txt:page 40:L1406-L1434,branch+test,
L8-C02,V3,16 Simulation Engine,40,"Twin, Scenario, and Model Version Resolver Executes the governed twin, scenario, and model version resolver method against declared inputs and versions; returns results, uncertainty, evaluation, and lineage.",V03-F009,twin-simulation,implemented,passed:harness,branch-only,phase5,done,"apps/api/src/twin/simulations/simulation.service.ts:312-352; migrations/0036:23,57 (input availability); test/int/phase5-simulations.test.ts",,Volume 4 App A catalogues the same component; see v04.csv L8-C02,v03.txt:page 40:L1410-L1434,branch+test,
L8-C03,V3,16 Simulation Engine,40,"Constraint and Intervention Engine Executes the governed constraint and intervention method against declared inputs and versions; returns results, uncertainty, evaluation, and lineage.",V03-F009,twin-simulation,partial,unverified,branch-only,phase5,P5,migrations/0033:47-107 (interventions on runs); apps/api/src/twin/models/supply-flow.ts,Constraints limited to the supply-flow model; no general constraint declaration/satisfaction engine,Volume 4 App A catalogues the same component; see v04.csv L8-C03 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 40:L1414-L1434,branch,
L8-C04,V3,16 Simulation Engine,40,"Seed and Determinism Manager Coordinates seed and determinism lifecycle, admission, ordering, retries, budgets, escalation, completion, and observable state.",V03-F009,twin-simulation,implemented,passed:harness,branch-only,phase5,done,"migrations/0033:148 (exact digest equality); apps/api/src/twin/simulations/reproduce-worker.ts; apps/api/src/twin/simulations/simulation.service.ts:440-492,552; test/int/phase5-simulations.test.ts; test/unit/phase5-supply-flow.test.ts:99,106,135",,Volume 4 App A catalogues the same component; see v04.csv L8-C04,v03.txt:page 40:L1416-L1434,branch+test,
